Time,createOrder,basket,getCatalogue,getItem,getCart,login,getOrders,catalogue,home,tags,getCustomer,viewOrdersPage,cataloguePage,getRelated,addToCart,catalogueSize,getAddress,getCard,showDetails
135.0,0.007136,0.004172,0.303605,0.294908,0.00302,0.007249,0.007305,0.001357,0.001633,0.602252,0.170444,0.001457,0.204323,0.003912,0.0,0.004301,0.502368,0.003496,0.001839
140.0,0.006512,0.001354,0.503196,0.505579,7.714686,4.98858,0.010313,0.001687,0.001264,0.502164,0.314132,0.001429,0.503559,0.403204,0.021116,0.204077,0.004013,0.335979,0.001187
145.0,0.00635,0.001815,0.753504,0.50414,2.279364,4.438975,0.007265,0.00139,0.002674,0.503158,0.204581,0.001483,0.502626,0.004035,0.001702,0.502514,0.0,0.0,0.001468
150.0,0.042426,0.001324,0.503506,0.379911,3.23051,5.437872,0.010683,0.001248,0.001392,0.004367,0.095844,0.001309,0.336793,0.336005,0.001303,0.669508,0.003075,0.003185,0.001856
155.0,0.006503,0.00136,0.004417,0.007857,0.828385,0.0,0.006364,0.002147,0.001338,0.003303,0.007557,0.00126,0.004698,0.004159,0.0,0.004043,0.004158,0.004272,0.002113
160.0,0.0,0.001688,0.003907,0.007808,0.282198,0.098312,0.0,0.001481,0.001476,0.002996,0.004813,0.0,0.004076,0.005294,0.0,0.003946,0.004393,0.003737,0.001204
165.0,0.006712,0.0,0.003975,0.003956,0.196402,38.999256,0.006823,0.0,0.001572,0.0,0.004125,0.001328,0.004378,0.02417,0.0,0.0,0.0,0.0,0.001476
170.0,0.006654,0.001471,0.004566,0.004703,21.401826,47.556774,0.016477,0.00124,0.001502,0.004884,0.00672,0.001529,0.007469,0.004577,0.001927,0.004126,0.016218,0.004332,0.002093
175.0,0.006949,0.001505,0.004552,0.006363,27.47738,0.162388,0.011371,0.00182,0.001918,0.008131,0.005567,0.00354,0.003759,0.00436,0.001461,0.006466,0.006092,0.003992,0.001345
180.0,0.006295,0.001612,0.004818,0.00622,20.839436,1.195231,0.008798,0.001601,0.001425,0.005412,0.007596,0.00134,0.004591,0.006882,0.001169,0.006361,0.003466,0.003056,0.001368
185.0,0.009771,0.002457,0.004452,0.004887,1.691144,0.70059,0.008365,0.001444,0.001824,0.004592,0.005159,0.001476,0.004059,0.006035,0.00154,0.005887,0.004157,0.004212,0.001617
190.0,0.007979,0.003406,0.004173,0.005026,1.926227,3.73211,0.010201,0.00131,0.001485,0.002991,0.005528,0.001513,0.004868,0.007061,0.002059,0.008097,0.003261,0.005618,0.001612
195.0,0.005952,0.001812,0.004122,0.005949,3.339486,0.37041,0.006885,0.001266,0.001489,0.003231,0.006053,0.00127,0.0039,0.008303,0.00148,0.003977,0.004724,0.003665,0.001838
200.0,0.006542,0.001711,0.003861,0.003814,0.715578,2.475469,0.006202,0.001595,0.001691,0.003362,0.00554,0.001353,0.004103,0.003965,0.002263,0.003743,0.003252,0.002817,0.001475
205.0,0.009776,0.001783,0.004107,0.00558,1.552698,15.22785,0.012472,0.001713,0.001641,0.003083,0.006016,0.001793,0.004505,0.006301,0.008523,0.004195,0.003489,0.008618,0.001312
210.0,0.006052,0.001329,0.003761,0.003262,3.930144,7.657087,0.006039,0.00117,0.001279,0.00292,0.00394,0.001362,0.007204,0.003365,0.001481,0.003425,0.003374,0.013458,0.001882
215.0,0.006318,0.001051,0.003927,0.007018,5.509261,27.263231,0.010401,0.001273,0.001246,0.009232,0.005013,0.001496,0.003684,0.008912,0.001303,0.003387,0.00359,0.003438,0.001276
220.0,0.018423,0.001333,0.003629,0.005021,8.668916,14.293187,0.01113,0.001149,0.001269,0.002802,0.005005,0.002845,0.003369,0.004963,0.001285,0.003679,0.003266,0.003328,0.001161
225.0,0.006699,0.001279,0.004306,0.004989,15.933392,17.902317,0.013403,0.001265,0.001565,0.004258,0.003926,0.001391,0.003466,0.004666,0.001543,0.003493,0.003848,0.003249,0.001245
230.0,0.006302,0.001399,0.00404,0.005356,11.811042,4.130357,0.011393,0.001209,0.001681,0.002936,0.007553,0.001388,0.003474,0.003344,0.005643,0.013071,0.006342,0.014589,0.001838
235.0,0.012493,0.002015,0.00414,0.003594,9.479356,2.375769,0.011168,0.001294,0.001652,0.004412,0.004147,0.001655,0.003581,0.003602,0.002274,0.008135,0.003564,0.003225,0.001581
240.0,0.006804,0.011865,0.010625,0.009223,11.209946,2.072407,0.024392,0.001399,0.005563,0.010006,0.006398,0.001393,0.003499,0.017089,0.00147,0.007835,0.033644,0.004237,0.008305
245.0,0.008377,0.001943,0.00474,0.00436,2.016767,3.317674,0.006266,0.001561,0.001597,0.003611,0.005613,0.001875,0.00475,0.004789,0.006886,0.009227,0.004168,0.003821,0.001171
250.0,0.006319,0.001588,0.003629,0.007325,1.925562,9.898626,0.007624,0.001571,0.001418,0.002936,0.004044,0.00116,0.004227,0.006075,0.001412,0.004098,0.010055,0.003492,0.001291
255.0,0.012798,0.001467,0.004588,0.004237,4.562849,17.072193,0.00635,0.001858,0.001387,0.003552,0.005356,0.001286,0.003686,0.003889,0.001499,0.003995,0.004304,0.009058,0.001358
260.0,0.005942,0.002122,0.004124,0.003784,10.652335,0.022997,0.005888,0.001813,0.00143,0.00402,0.004444,0.002555,0.003703,0.007029,0.002052,0.006059,0.003442,0.006198,0.001372
265.0,0.008187,0.001481,0.004223,0.006938,3.266787,2.612961,0.00702,0.001768,0.00193,0.003522,0.005854,0.001253,0.003849,0.003626,0.001147,0.007647,0.004661,0.003758,0.001562
270.0,0.006883,0.002587,0.004264,0.005758,4.537706,0.744032,0.007872,0.001499,0.00144,0.003696,0.003474,0.001554,0.004496,0.003424,0.0012,0.006651,0.003532,0.00462,0.001199
275.0,0.011491,0.00135,0.004376,0.005,2.838222,6.62036,0.006376,0.001598,0.001476,0.003506,0.005611,0.001399,0.004267,0.008126,0.001665,0.003855,0.003726,0.003723,0.00127
280.0,0.00832,0.003394,0.004783,0.004499,2.254312,5.203188,0.017572,0.001835,0.001623,0.003342,0.003498,0.001616,0.004608,0.003544,0.00127,0.007825,0.00346,0.003552,0.002809
285.0,0.005916,0.001102,0.004025,0.00636,4.762902,17.195021,0.006852,0.001169,0.001341,0.005679,0.004832,0.001254,0.003423,0.003457,0.001273,0.00347,0.003024,0.003561,0.001185
290.0,0.006274,0.001337,0.004329,0.007365,12.021869,4.254407,0.022469,0.00117,0.001575,0.003381,0.007993,0.001209,0.003594,0.003438,0.001742,0.00399,0.006679,0.004269,0.001826
295.0,0.006573,0.001365,0.004236,0.004983,9.913717,4.556583,0.011069,0.001547,0.001529,0.005047,0.004227,0.001335,0.004472,0.003863,0.006599,0.007639,0.003704,0.003979,0.001681
300.0,0.007792,0.001507,0.003716,0.005539,7.516983,2.782234,0.011872,0.001737,0.001699,0.002865,0.006392,0.00132,0.00516,0.003617,0.004992,0.003788,0.003757,0.00391,0.001365
305.0,0.015323,0.002533,0.003878,0.004281,7.017857,3.313196,0.006397,0.002294,0.002035,0.003062,0.005494,0.0031,0.005735,0.006556,0.001251,0.00818,0.008922,0.004018,0.001319
310.0,0.006774,0.001417,0.004126,0.003262,5.576759,4.210276,0.010002,0.001184,0.001536,0.005475,0.00468,0.002489,0.003915,0.005188,0.00113,0.00599,0.003075,0.009445,0.001979
315.0,0.006898,0.001572,0.004565,0.006191,3.889703,1.158432,0.0103,0.001797,0.001556,0.0088,0.004692,0.001769,0.004649,0.005229,0.001356,0.006044,0.003532,0.004263,0.00182
320.0,0.008974,0.001712,0.003951,0.005339,4.883579,2.627206,0.010818,0.001509,0.001647,0.003914,0.006424,0.001435,0.00425,0.005419,0.002307,0.00992,0.0047,0.00432,0.001405
325.0,0.00601,0.001209,0.003823,0.005298,1.984427,0.613106,0.009512,0.001846,0.001187,0.002709,0.004387,0.00127,0.003443,0.004087,0.00117,0.005317,0.013252,0.00414,0.001679
330.0,0.00612,0.001947,0.00402,0.00697,5.268159,0.045617,0.010426,0.002037,0.001717,0.003132,0.005649,0.001292,0.003546,0.005572,0.002895,0.006259,0.003423,0.007614,0.002355
335.0,0.005957,0.001231,0.003526,0.004539,2.412303,1.741294,0.008796,0.001095,0.00135,0.002573,0.005858,0.001717,0.003774,0.003775,0.001143,0.003676,0.009924,0.008543,0.001658
340.0,0.005936,0.001667,0.003818,0.006743,6.016347,0.704106,0.008486,0.001648,0.001487,0.006563,0.004513,0.001222,0.004581,0.003919,0.013626,0.003861,0.005421,0.004683,0.001531
345.0,0.017885,0.006001,0.00382,0.007436,5.637865,3.780905,0.006362,0.001593,0.001467,0.004068,0.004857,0.002233,0.004706,0.003894,0.001195,0.003385,0.003674,0.009479,0.001792
350.0,0.007057,0.002141,0.004113,0.004933,4.446717,1.545103,0.012318,0.001433,0.001726,0.005825,0.005056,0.001531,0.004802,0.005774,0.001495,0.003422,0.00578,0.004124,0.001865
355.0,0.006471,0.00127,0.004764,0.005993,0.61335,1.40376,0.009674,0.001749,0.001475,0.003778,0.006179,0.001926,0.0055,0.006996,0.001361,0.009346,0.003057,0.003757,0.00156
360.0,0.011451,0.003606,0.005813,0.007642,3.309597,2.615888,0.01072,0.006179,0.0018,0.01017,0.007843,0.002648,0.004958,0.006579,0.003265,0.00548,0.013231,0.004056,0.003968
365.0,0.006936,0.001207,0.004262,0.006602,2.706626,1.060592,0.00878,0.001542,0.001956,0.003658,0.00418,0.003164,0.003982,0.004019,0.001368,0.005488,0.009569,0.009805,0.001457
370.0,0.010393,0.002331,0.004176,0.005683,1.121421,0.648995,0.006558,0.001706,0.001819,0.003225,0.006209,0.00225,0.004304,0.007699,0.001252,0.005859,0.00478,0.00702,0.002303
375.0,0.006705,0.001722,0.004627,0.006103,2.820321,1.830425,0.010182,0.002557,0.002243,0.004026,0.007195,0.002996,0.004126,0.012828,0.008481,0.007453,0.004281,0.003794,0.002209
380.0,0.006348,0.004049,0.00511,0.006229,1.657525,0.036725,0.010711,0.001679,0.001908,0.004634,0.006671,0.002145,0.004695,0.007275,0.002078,0.006114,0.003697,0.007458,0.001837
385.0,0.012571,0.001894,0.004577,0.005848,1.650953,1.840681,0.006821,0.001892,0.001519,0.003973,0.005933,0.00119,0.005984,0.006385,0.00149,0.004327,0.004517,0.00514,0.002016
390.0,0.007131,0.002121,0.005409,0.006631,2.490694,0.688344,0.008847,0.001544,0.001982,0.010349,0.005765,0.001267,0.003939,0.005285,0.004136,0.005063,0.00356,0.009636,0.001609
395.0,0.007703,0.001214,0.004994,0.006464,1.040234,0.599848,0.008973,0.001712,0.001546,0.007143,0.005529,0.001404,0.003836,0.003615,0.005099,0.004449,0.0035,0.003825,0.001994
400.0,0.009361,0.001409,0.004405,0.006226,3.037621,1.838526,0.006346,0.001799,0.001776,0.009906,0.00494,0.001603,0.003615,0.006392,0.009527,0.003955,0.007644,0.003337,0.001959
405.0,0.010374,0.002407,0.004106,0.005946,2.237105,1.595626,0.011688,0.001511,0.002403,0.006347,0.005241,0.001782,0.004162,0.0046,0.001839,0.004527,0.004506,0.005878,0.001585
410.0,0.010018,0.002822,0.004643,0.007996,2.569581,1.265595,0.010814,0.001431,0.001966,0.00314,0.005057,0.002134,0.00409,0.006073,0.001938,0.005589,0.008537,0.004,0.001765
415.0,0.007045,0.002062,0.004423,0.006436,1.499357,1.255493,0.007187,0.001501,0.00175,0.00395,0.005852,0.001725,0.00469,0.007765,0.007626,0.005523,0.004419,0.005432,0.001941
420.0,0.005572,0.002949,0.004255,0.005411,2.223183,0.652398,0.011408,0.001662,0.001958,0.004836,0.007201,0.001364,0.003887,0.004969,0.001269,0.009507,0.006969,0.00527,0.002017
425.0,0.006355,0.001592,0.004533,0.005648,1.403449,1.285284,0.008691,0.00176,0.001877,0.006092,0.00465,0.001779,0.005855,0.005613,0.007153,0.004717,0.004015,0.007365,0.002126
430.0,0.009913,0.001501,0.003856,0.004526,1.875645,1.093394,0.007955,0.001399,0.001484,0.003302,0.004592,0.001535,0.004448,0.007374,0.007062,0.004116,0.003823,0.003771,0.001969
435.0,0.009528,0.003155,0.004461,0.005658,1.382351,0.841794,0.006578,0.001931,0.001992,0.00624,0.006152,0.001896,0.005109,0.006176,0.006045,0.006261,0.007314,0.009918,0.001783
440.0,0.006998,0.001527,0.0044,0.006498,0.903158,0.67635,0.007076,0.00179,0.001989,0.00788,0.005621,0.003155,0.004498,0.004634,0.002394,0.006165,0.004402,0.004411,0.002115
445.0,0.006792,0.001369,0.004186,0.005505,1.183541,1.004996,0.009021,0.001637,0.001892,0.007531,0.006555,0.002636,0.005892,0.00753,0.002111,0.008053,0.00503,0.003186,0.001937
450.0,0.008652,0.002799,0.004716,0.005268,0.939589,0.508581,0.009093,0.001787,0.001969,0.003652,0.005994,0.002755,0.005448,0.005794,0.001263,0.004959,0.008753,0.007721,0.001352
455.0,0.012676,0.001921,0.005287,0.005634,0.436041,0.259368,0.008049,0.002206,0.002026,0.006467,0.005862,0.00175,0.004642,0.00749,0.001501,0.007598,0.00519,0.003439,0.002534
460.0,0.009038,0.001372,0.004555,0.006693,0.755439,0.260568,0.007178,0.001834,0.00227,0.004671,0.008926,0.001947,0.00567,0.005359,0.001303,0.004221,0.006148,0.005075,0.002044
465.0,0.010337,0.00129,0.00427,0.00498,1.144379,0.662077,0.01288,0.001739,0.00184,0.007895,0.004154,0.001945,0.004795,0.004062,0.004635,0.004077,0.009818,0.003436,0.001322
470.0,0.009447,0.002142,0.005747,0.005254,1.797096,0.992802,0.010157,0.001827,0.001832,0.003426,0.006242,0.002018,0.003953,0.009918,0.00168,0.011034,0.008879,0.008511,0.001548
475.0,0.005072,0.00237,0.004547,0.005915,1.548955,2.1209,0.007745,0.001569,0.001609,0.003335,0.005917,0.002085,0.003792,0.00513,0.001408,0.006127,0.011612,0.003654,0.001626
480.0,0.009984,0.002136,0.004155,0.009223,2.404428,1.676072,0.016391,0.001373,0.003104,0.004803,0.00729,0.004409,0.007723,0.008792,0.001175,0.009359,0.004632,0.009402,0.005214
485.0,0.007176,0.001298,0.003932,0.005054,2.335392,1.777477,0.005102,0.001777,0.001986,0.005928,0.005671,0.003127,0.003683,0.006068,0.001753,0.003581,0.004925,0.00334,0.001492
490.0,0.006109,0.001392,0.0045,0.006017,3.511436,2.189453,0.008801,0.001736,0.001681,0.006208,0.007252,0.00187,0.004033,0.005908,0.001299,0.008632,0.006629,0.004778,0.002047
495.0,0.005207,0.002254,0.003823,0.006363,2.420615,1.05518,0.009017,0.001278,0.001581,0.005164,0.004363,0.00176,0.004111,0.004305,0.001129,0.004173,0.004474,0.006676,0.001209
500.0,0.006388,0.001655,0.004513,0.007981,1.635704,0.122521,0.008847,0.001814,0.001851,0.006311,0.00754,0.00269,0.005057,0.005741,0.006493,0.009458,0.005288,0.00445,0.001856
505.0,0.00658,0.001606,0.004677,0.006526,0.623825,0.326661,0.010731,0.001954,0.001726,0.004729,0.004746,0.002176,0.005107,0.00559,0.001597,0.007928,0.004981,0.004363,0.00243
510.0,0.007017,0.00283,0.357376,0.310075,0.33741,0.618131,0.042186,0.001426,0.001829,0.57562,0.124312,0.001836,0.243818,0.208882,0.001144,0.530925,0.146792,0.010166,0.002858
515.0,0.010753,0.001619,0.46981,0.397414,0.374541,0.763084,0.006237,0.001687,0.00247,0.430248,0.227904,0.002345,0.308488,0.402501,0.007127,0.325201,0.094199,0.303065,0.00158
520.0,0.006601,0.002152,0.457117,0.455406,0.431567,0.424907,0.008121,0.00219,0.001995,0.278186,0.248461,0.001532,0.591691,0.442036,0.005253,0.407947,0.510768,0.459024,0.001654
525.0,0.0081,0.001798,0.347708,0.463195,0.332491,0.471708,0.053575,0.001687,0.002357,0.396752,0.273573,0.001988,0.41808,0.487966,0.010844,0.420189,0.292359,0.281477,0.001591
530.0,0.096387,0.002375,0.498139,0.469042,0.447194,0.547488,0.06259,0.002174,0.001529,0.549778,0.167867,0.001804,0.58649,0.226916,0.001254,0.484173,0.258312,0.148324,0.001726
535.0,0.008289,0.001918,0.510166,0.451949,0.367431,0.470577,0.098454,0.001784,0.002091,0.469607,0.179899,0.001503,0.504433,0.222133,0.001497,0.351561,0.289494,0.562055,0.001505
540.0,0.006321,0.001459,0.341403,0.36029,0.469311,0.586704,0.063917,0.001565,0.001731,0.197306,0.239141,0.002258,0.467783,0.423019,0.001264,0.504991,0.128858,0.226267,0.002457
545.0,0.007337,0.004291,0.368439,0.348114,0.916337,0.808104,0.007954,0.001696,0.001529,0.528293,0.141963,0.002274,0.482497,0.585648,0.005529,0.441523,0.254611,0.203914,0.001581
550.0,0.290765,0.00125,0.433832,0.459781,0.816043,0.747477,0.209048,0.001358,0.001565,0.338526,0.162646,0.003012,0.453035,0.442896,0.001216,0.538417,0.188249,0.204271,0.001347
555.0,0.007089,0.00337,0.434367,0.359621,2.150629,2.458716,0.092387,0.001525,0.001945,0.631827,0.193778,0.00121,0.588622,0.361941,0.006768,0.420396,0.004605,0.259351,0.001814
560.0,0.078988,0.001678,0.449641,0.424577,2.545607,0.734462,0.005401,0.001222,0.001957,0.414799,0.189982,0.001327,0.653499,0.177663,0.007288,0.337139,0.289316,0.387596,0.001837
565.0,0.00648,0.001814,0.397975,0.309587,0.941014,0.380375,0.008792,0.001769,0.001684,0.580531,0.168857,0.001434,0.16169,0.296346,0.00568,0.521373,0.087253,0.310439,0.001518
570.0,0.091285,0.001797,0.340198,0.230927,0.498586,0.688251,0.064406,0.004178,0.002812,0.29809,0.159775,0.001608,0.417167,0.119485,0.001759,0.340481,0.188597,0.157253,0.001731
575.0,0.00834,0.002093,0.004998,0.006943,0.923696,0.895869,0.007643,0.002424,0.002264,0.005468,0.006278,0.001914,0.004811,0.005394,0.005263,0.008989,0.004038,0.01068,0.002458
580.0,0.010552,0.001829,0.004249,0.005053,1.020868,0.712998,0.006062,0.002275,0.002253,0.004676,0.004909,0.001254,0.004603,0.006268,0.001375,0.004501,0.003658,0.00352,0.001423
585.0,0.006528,0.001956,0.004643,0.006078,0.963888,0.433075,0.008158,0.003562,0.002102,0.005945,0.006227,0.001979,0.005449,0.006343,0.001598,0.003863,0.00827,0.004659,0.0024
590.0,0.011668,0.002246,0.004681,0.00519,1.183117,0.682413,0.005983,0.001952,0.001869,0.004297,0.004536,0.001514,0.004636,0.005202,0.001435,0.009856,0.00563,0.004645,0.001879
595.0,0.005922,0.002499,0.294029,0.277483,0.587322,0.505298,0.054632,0.002204,0.001867,0.267178,0.203721,0.002635,0.283288,0.367466,0.006216,0.375086,0.211453,0.11993,0.002255
600.0,0.013728,0.002249,0.364216,0.486517,0.468987,0.487252,0.049597,0.002364,0.002305,0.353815,0.2237,0.003189,0.371811,0.459045,0.001245,0.581955,0.158644,0.007104,0.00161
605.0,0.007474,0.003525,0.415594,0.486339,0.370277,0.565191,0.01059,0.001787,0.002477,0.3646,0.240948,0.002448,0.488179,0.487433,0.001763,0.381989,0.315858,0.109327,0.002322
610.0,0.006228,0.00195,0.387438,0.362964,0.529411,0.391819,0.057489,0.002315,0.001794,0.429055,0.178282,0.002537,0.503247,0.276915,0.001402,0.467944,0.089081,0.314057,0.001657
615.0,0.007628,0.00152,0.471301,0.418141,0.437759,0.554807,0.150115,0.003302,0.002206,0.484088,0.259553,0.001842,0.596939,0.483785,0.007941,0.373888,0.502109,0.172916,0.002617
620.0,0.078688,0.001465,0.548572,0.447465,0.371975,0.314641,0.007901,0.001439,0.001814,0.627887,0.194558,0.002622,0.613109,0.185166,0.004241,0.306161,0.160773,0.271597,0.002206
625.0,0.08988,0.003257,0.492856,0.386723,0.379422,0.529449,0.110502,0.001742,0.003341,0.270945,0.239117,0.002061,0.337212,0.472579,0.014505,0.337815,0.254298,0.107881,0.003148
630.0,0.007308,0.001421,0.427798,0.386019,0.427653,0.673005,0.112957,0.001665,0.00171,0.556435,0.247803,0.002847,0.384658,0.406463,0.002327,0.525161,0.004116,0.089005,0.002632
635.0,0.13159,0.002971,0.4169,0.478288,0.299139,0.649093,0.080172,0.002141,0.001813,0.38156,0.161651,0.001445,0.28991,0.300005,0.001599,0.524749,0.18644,0.230252,0.001981
640.0,0.011041,0.001437,0.329088,0.547495,0.382579,0.353207,0.059868,0.001583,0.001426,0.440582,0.195985,0.002036,0.502642,0.503264,0.001192,0.355921,0.169448,0.008752,0.001368
645.0,0.005005,0.002016,0.446023,0.368571,0.417173,0.349409,0.006301,0.002525,0.001884,0.440702,0.222616,0.001635,0.339442,0.435684,0.005199,0.605599,0.253212,0.116046,0.002477
650.0,0.149584,0.001443,0.473838,0.401184,0.408335,0.382234,0.11912,0.001522,0.001754,0.321971,0.169971,0.001605,0.351302,0.533072,0.001595,0.440705,0.295352,0.336282,0.001277
655.0,0.009184,0.001465,0.570264,0.400752,0.687254,0.480055,0.063573,0.001471,0.001749,0.444449,0.231537,0.001477,0.421023,0.484923,0.002096,0.401773,0.137457,0.271622,0.002212
660.0,0.105607,0.001231,0.459357,0.448404,1.247367,1.465931,0.010264,0.001937,0.00167,0.439977,0.210055,0.001632,0.322434,0.379186,0.001429,0.319852,0.253535,0.293611,0.003274
665.0,0.006454,0.00185,0.41904,0.442702,1.629563,1.491611,0.009222,0.001702,0.001734,0.502522,0.187176,0.002188,0.40392,0.308717,0.001235,0.441273,0.403509,0.291176,0.001398
670.0,0.005143,0.004822,0.408395,0.426047,1.791798,1.145116,0.075081,0.001641,0.001693,0.406933,0.248658,0.001553,0.425507,0.470506,0.003763,0.524861,0.173549,0.099357,0.00191
675.0,0.006043,0.002165,0.40821,0.469579,0.511974,0.617959,0.006226,0.001962,0.001866,0.505427,0.227088,0.001966,0.613253,0.446017,0.001338,0.523515,0.312131,0.114912,0.001773
680.0,0.1305,0.001442,0.481698,0.463905,0.655489,0.848059,0.044999,0.002276,0.001942,0.530654,0.146206,0.001531,0.350372,0.441905,0.001508,0.40526,0.349725,0.206616,0.001682
685.0,0.005461,0.001911,0.39233,0.472416,0.812706,1.015654,0.123659,0.001575,0.00215,0.443219,0.233894,0.001996,0.50307,0.326923,0.004654,0.323341,0.406761,0.129734,0.002098
690.0,0.005647,0.002107,0.478777,0.309612,0.886854,0.574161,0.009714,0.002206,0.001966,0.532287,0.186667,0.002599,0.373113,0.531823,0.003385,0.482795,0.003518,0.337824,0.001763
